precision,recall
0.1791871921182266,1.0
0.17929759704251386,1.0
0.17940813810110975,1.0
0.17951881554595928,1.0
0.17974058060531192,1.0
0.17985166872682323,1.0
0.18007425742574257,1.0
0.1801857585139319,1.0
0.18029739776951673,1.0
0.18040917544947302,1.0
0.1805210918114144,1.0
0.18063314711359404,1.0
0.18074534161490682,1.0
0.18097014925373134,1.0
0.18108276291225886,1.0
0.18119551681195517,1.0
0.18290383406662478,1.0
0.1830188679245283,1.0
0.1831340465701699,1.0
0.1833648393194707,1.0
0.18359621451104102,1.0
0.18371212121212122,1.0
0.18394437420986093,1.0
0.1840607210626186,1.0
0.18417721518987343,1.0
0.18429385687143762,1.0
0.1844106463878327,1.0
0.18452758402029168,1.0
0.18476190476190477,1.0
0.1848792884371029,1.0
0.18499682136045772,1.0
0.1851145038167939,1.0
0.18546845124282982,1.0
0.18570516911295468,1.0
0.18582375478927204,1.0
0.18594249201277954,1.0
0.1860613810741688,1.0
0.18618042226487524,1.0
0.18629961587708066,1.0
0.18641896220371557,1.0
0.18653846153846154,1.0
0.18665811417575368,1.0
0.18677792041078306,1.0
0.18689788053949905,1.0
0.18713826366559486,1.0
0.18725868725868725,1.0
0.1875,1.0
0.18762088974854932,1.0
0.1878631375080697,1.0
0.187984496124031,1.0
0.1881060116354234,1.0
0.1883495145631068,1.0
0.18847150259067358,1.0
0.18883841661258924,1.0
0.18896103896103897,1.0
0.18908382066276802,1.0
0.1893298633702017,1.0
0.189453125,1.0
0.23298638911128902,1.0
0.23317307692307693,1.0
0.23336006415396954,1.0
0.23354735152487963,1.0
0.23373493975903614,1.0
0.23429951690821257,1.0
0.23448831587429492,1.0
0.2346774193548387,1.0
0.23486682808716708,1.0
0.23505654281098545,1.0
0.2354368932038835,1.0
0.23658536585365852,1.0
0.2367778681855167,1.0
0.2393092105263158,1.0
0.23950617283950618,1.0
0.2397034596375618,1.0
0.23990107172300082,1.0
0.2400990099009901,1.0
0.2402972749793559,1.0
0.24049586776859505,1.0
0.24069478908188585,1.0
0.24089403973509935,1.0
0.24109362054681027,1.0
0.24129353233830847,1.0
0.24169435215946844,1.0
0.24189526184538654,1.0
0.2420965058236273,1.0
0.24229808492922564,1.0
0.2425,1.0
0.2427022518765638,1.0
0.24290484140233723,1.0
0.24310776942355888,1.0
0.24331103678929766,1.0
0.24351464435146444,1.0
0.24371859296482412,1.0
0.24392288348700755,1.0
0.24494949494949494,1.0
0.2451558550968829,1.0
0.24536256323777403,1.0
0.24556962025316456,1.0
0.24577702702702703,1.0
0.2459847844463229,1.0
0.24619289340101522,1.0
0.24681933842239187,1.0
0.2470288624787776,1.0
0.24723874256584538,1.0
0.24744897959183673,1.0
0.24765957446808512,1.0
0.24787052810902896,1.0
0.24808184143222506,1.0
0.24829351535836178,1.0
0.24850555081127243,1.0
0.24871794871794872,1.0
0.24893071000855432,1.0
0.24914383561643835,1.0
0.2493573264781491,1.0
0.24957118353344768,1.0
0.2497854077253219,1.0
0.25,1.0
0.25021496130696474,1.0
0.2504302925989673,1.0
0.25064599483204136,1.0
0.2508620689655172,1.0
0.25107851596203623,1.0
0.2504317789291883,0.9965635738831615
0.2510822510822511,0.9965635738831615
0.2512998266897747,0.9965635738831615
0.2515177797051171,0.9965635738831615
0.2517361111111111,0.9965635738831615
0.25217391304347825,0.9965635738831615
0.26196928635953026,0.9965635738831615
0.26220614828209765,0.9965635738831615
0.26244343891402716,0.9965635738831615
0.26268115942028986,0.9965635738831615
0.2629193109700816,0.9965635738831615
0.2631578947368421,0.9965635738831615
0.2636363636363636,0.9965635738831615
0.26387625113739765,0.9965635738831615
0.2641165755919854,0.9965635738831615
0.2643573381950775,0.9965635738831615
0.2645985401459854,0.9965635738831615
0.2648401826484018,0.9965635738831615
0.26416819012797077,0.993127147766323
0.2648945921173236,0.993127147766323
0.26513761467889907,0.993127147766323
0.26538108356290174,0.993127147766323
0.265625,0.993127147766323
0.265869365225391,0.993127147766323
0.26611418047882135,0.993127147766323
0.2663594470046083,0.993127147766323
0.2666051660516605,0.993127147766323
0.26734505087881594,0.993127147766323
0.267840593141798,0.993127147766323
0.26908752327746743,0.993127147766323
0.26933830382106244,0.993127147766323
0.2698412698412698,0.993127147766323
0.27009345794392525,0.993127147766323
0.27034611786716556,0.993127147766323
0.2705992509363296,0.993127147766323
0.27085285848172447,0.993127147766323
0.27110694183864914,0.993127147766323
0.2721280602636535,0.993127147766323
0.27238454288407166,0.993127147766323
0.27264150943396226,0.993127147766323
0.2728989612842304,0.993127147766323
0.27367424242424243,0.993127147766323
0.2739336492890995,0.993127147766323
0.27419354838709675,0.993127147766323
0.2747148288973384,0.993127147766323
0.2755004766444233,0.993127147766323
0.27602674307545366,0.993127147766323
0.2762906309751434,0.993127147766323
0.276555023923445,0.993127147766323
0.2768199233716475,0.993127147766323
0.27708533077660596,0.993127147766323
0.27735124760076774,0.993127147766323
0.27761767531219983,0.993127147766323
0.2781520692974013,0.993127147766323
0.27842003853564545,0.993127147766323
0.27949709864603484,0.993127147766323
0.2797676669893514,0.993127147766323
0.2800387596899225,0.993127147766323
0.28031037827352084,0.993127147766323
0.28058252427184466,0.993127147766323
0.28085519922254615,0.993127147766323
0.2811284046692607,0.993127147766323
0.28140214216163584,0.993127147766323
0.28167641325536064,0.993127147766323
0.2819512195121951,0.993127147766323
0.2822265625,0.993127147766323
0.2825024437927664,0.993127147766323
0.2827788649706458,0.993127147766323
0.28305582761998044,0.993127147766323
0.28361138370951916,0.993127147766323
0.28388998035363455,0.993127147766323
0.28416912487708945,0.993127147766323
0.2844488188976378,0.993127147766323
0.28472906403940884,0.993127147766323
0.28500986193293887,0.993127147766323
0.28529121421520237,0.993127147766323
0.2845849802371542,0.9896907216494846
0.28486646884273,0.9896907216494846
0.2851485148514851,0.9896907216494846
0.2857142857142857,0.9896907216494846
0.28628230616302186,0.9896907216494846
0.2868525896414343,0.9896907216494846
0.28713858424725824,0.9896907216494846
0.2874251497005988,0.9896907216494846
0.28771228771228774,0.9896907216494846
0.2882882882882883,0.9896907216494846
0.2888665997993982,0.9896907216494846
0.289738430583501,0.9896907216494846
0.29003021148036257,0.9896907216494846
0.2903225806451613,0.9896907216494846
0.29061553985872857,0.9896907216494846
0.2909090909090909,0.9896907216494846
0.291497975708502,0.9896907216494846
0.2923857868020305,0.9896907216494846
0.2926829268292683,0.9896907216494846
0.29298067141403866,0.9896907216494846
0.29357798165137616,0.9896907216494846
0.2938775510204082,0.9896907216494846
0.2941777323799796,0.9896907216494846
0.2947799385875128,0.9896907216494846
0.29508196721311475,0.9896907216494846
0.2953846153846154,0.9896907216494846
0.29568788501026694,0.9896907216494846
0.2959917780061665,0.9896907216494846
0.2962962962962963,0.9896907216494846
0.29660144181256437,0.9896907216494846
0.29690721649484536,0.9896907216494846
0.555984555984556,0.9896907216494846
0.5570599613152805,0.9896907216494846
0.6428571428571429,0.9896907216494846
0.6457399103139013,0.9896907216494846
0.647191011235955,0.9896907216494846
0.6486486486486487,0.9896907216494846
0.6478555304740407,0.9862542955326461
0.6507936507936508,0.9862542955326461
0.6522727272727272,0.9862542955326461
0.6552511415525114,0.9862542955326461
0.658256880733945,0.9862542955326461
0.6597701149425287,0.9862542955326461
0.6612903225806451,0.9862542955326461
0.6628175519630485,0.9862542955326461
0.665893271461717,0.9862542955326461
0.6674418604651163,0.9862542955326461
0.668997668997669,0.9862542955326461
0.6705607476635514,0.9862542955326461
0.6768867924528302,0.9862542955326461
0.6966019417475728,0.9862542955326461
0.6982968369829684,0.9862542955326461
0.7,0.9862542955326461
0.7017114914425427,0.9862542955326461
0.7051597051597052,0.9862542955326461
0.7068965517241379,0.9862542955326461
0.7086419753086419,0.9862542955326461
0.7139303482587065,0.9862542955326461
0.71571072319202,0.9862542955326461
0.7192982456140351,0.9862542955326461
0.7211055276381909,0.9862542955326461
0.7247474747474747,0.9862542955326461
0.7265822784810126,0.9862542955326461
0.7302798982188295,0.9862542955326461
0.7340153452685422,0.9862542955326461
0.7377892030848329,0.9862542955326461
0.7396907216494846,0.9862542955326461
0.7416020671834626,0.9862542955326461
0.7435233160621761,0.9862542955326461
0.7454545454545455,0.9862542955326461
0.7493472584856397,0.9862542955326461
0.7532808398950132,0.9862542955326461
0.7552631578947369,0.9862542955326461
0.7572559366754618,0.9862542955326461
0.7592592592592593,0.9862542955326461
0.7586206896551724,0.9828178694158075
0.7606382978723404,0.9828178694158075
0.9022082018927445,0.9828178694158075
0.9079365079365079,0.9828178694158075
0.9137380191693291,0.9828178694158075
0.9166666666666666,0.9828178694158075
0.9196141479099679,0.9828178694158075
0.9255663430420712,0.9828178694158075
0.9253246753246753,0.979381443298969
0.9283387622149837,0.979381443298969
0.9281045751633987,0.9759450171821306
0.9311475409836065,0.9759450171821306
0.9372937293729373,0.9759450171821306
0.9370860927152318,0.9725085910652921
0.9401993355481728,0.9725085910652921
0.94,0.9690721649484536
0.939799331103679,0.9656357388316151
0.9395973154362416,0.9621993127147767
0.9427609427609428,0.9621993127147767
0.9459459459459459,0.9621993127147767
0.9457627118644067,0.9587628865979382
0.9455782312925171,0.9553264604810997
0.9453924914675768,0.9518900343642611
0.9452054794520548,0.9484536082474226
0.9450171821305842,0.9450171821305842
0.9448275862068966,0.9415807560137457
0.9446366782006921,0.9381443298969072
0.9444444444444444,0.9347079037800687
0.951048951048951,0.9347079037800687
0.9508771929824561,0.9312714776632303
0.9507042253521126,0.9278350515463918
0.950530035335689,0.9243986254295533
0.950354609929078,0.9209621993127147
0.9501779359430605,0.9175257731958762
0.95,0.9140893470790378
0.9498207885304659,0.9106529209621993
0.9496402877697842,0.9072164948453608
0.9494584837545126,0.9037800687285223
0.9492753623188406,0.9003436426116839
0.948905109489051,0.8934707903780069
0.9487179487179487,0.8900343642611683
0.9485294117647058,0.8865979381443299
0.948339483394834,0.8831615120274914
0.9481481481481482,0.8797250859106529
0.9479553903345725,0.8762886597938144
0.9477611940298507,0.872852233676976
0.947565543071161,0.8694158075601375
0.9471698113207547,0.8625429553264605
1.0,0.8625429553264605
1.0,0.8591065292096219
1.0,0.8556701030927835
1.0,0.852233676975945
1.0,0.8487972508591065
1.0,0.845360824742268
1.0,0.8419243986254296
1.0,0.8384879725085911
1.0,0.8350515463917526
1.0,0.8316151202749141
1.0,0.8281786941580757
1.0,0.8247422680412371
1.0,0.8213058419243986
1.0,0.8178694158075601
1.0,0.8144329896907216
1.0,0.8109965635738832
1.0,0.8041237113402062
1.0,0.8006872852233677
1.0,0.7938144329896907
1.0,0.7903780068728522
1.0,0.7869415807560137
1.0,0.7628865979381443
1.0,0.7594501718213058
1.0,0.7560137457044673
1.0,0.7491408934707904
1.0,0.7457044673539519
1.0,0.7422680412371134
1.0,0.738831615120275
1.0,0.7353951890034365
1.0,0.7319587628865979
1.0,0.7250859106529209
1.0,0.718213058419244
1.0,0.7147766323024055
1.0,0.711340206185567
1.0,0.7079037800687286
1.0,0.7044673539518901
1.0,0.7010309278350515
1.0,0.697594501718213
1.0,0.6941580756013745
1.0,0.6907216494845361
1.0,0.6872852233676976
1.0,0.6838487972508591
1.0,0.6804123711340206
1.0,0.6769759450171822
1.0,0.6735395189003437
1.0,0.6666666666666666
1.0,0.6632302405498282
1.0,0.6597938144329897
1.0,0.6563573883161512
1.0,0.6529209621993127
1.0,0.6494845360824743
1.0,0.6460481099656358
1.0,0.6426116838487973
1.0,0.6357388316151202
1.0,0.6323024054982818
1.0,0.6288659793814433
1.0,0.6254295532646048
1.0,0.6185567010309279
1.0,0.6151202749140894
1.0,0.6116838487972509
1.0,0.6082474226804123
1.0,0.6048109965635738
1.0,0.6013745704467354
1.0,0.5979381443298969
1.0,0.5910652920962199
1.0,0.5876288659793815
1.0,0.584192439862543
1.0,0.5773195876288659
1.0,0.5738831615120275
1.0,0.5670103092783505
1.0,0.563573883161512
1.0,0.5601374570446735
1.0,0.5567010309278351
1.0,0.5532646048109966
1.0,0.5498281786941581
1.0,0.5463917525773195
1.0,0.5395189003436426
1.0,0.5360824742268041
1.0,0.5326460481099656
1.0,0.5292096219931272
1.0,0.5257731958762887
1.0,0.5223367697594502
1.0,0.5189003436426117
1.0,0.5154639175257731
1.0,0.5120274914089347
1.0,0.5085910652920962
1.0,0.5051546391752577
1.0,0.49828178694158076
1.0,0.4948453608247423
1.0,0.49140893470790376
1.0,0.4879725085910653
1.0,0.4845360824742268
1.0,0.48109965635738833
1.0,0.47766323024054985
1.0,0.4742268041237113
1.0,0.47079037800687284
1.0,0.46735395189003437
1.0,0.4639175257731959
1.0,0.46048109965635736
1.0,0.4570446735395189
1.0,0.45017182130584193
1.0,0.44329896907216493
1.0,0.436426116838488
1.0,0.4329896907216495
1.0,0.42955326460481097
1.0,0.4261168384879725
1.0,0.422680412371134
1.0,0.41924398625429554
1.0,0.41580756013745707
1.0,0.41237113402061853
1.0,0.40893470790378006
1.0,0.4054982817869416
1.0,0.39862542955326463
1.0,0.3951890034364261
1.0,0.38831615120274915
1.0,0.3848797250859107
1.0,0.38144329896907214
1.0,0.3745704467353952
1.0,0.3711340206185567
1.0,0.36769759450171824
1.0,0.3642611683848797
1.0,0.36082474226804123
1.0,0.3539518900343643
1.0,0.3470790378006873
1.0,0.3436426116838488
1.0,0.3402061855670103
1.0,0.33676975945017185
1.0,0.32989690721649484
1.0,0.32646048109965636
1.0,0.3230240549828179
1.0,0.31958762886597936
1.0,0.3127147766323024
1.0,0.30927835051546393
1.0,0.30584192439862545
1.0,0.3024054982817869
1.0,0.29553264604810997
1.0,0.28865979381443296
1.0,0.2852233676975945
1.0,0.281786941580756
1.0,0.27491408934707906
1.0,0.26804123711340205
1.0,0.2646048109965636
1.0,0.25773195876288657
1.0,0.2542955326460481
1.0,0.24742268041237114
1.0,0.24398625429553264
1.0,0.23711340206185566
1.0,0.23367697594501718
1.0,0.23024054982817868
1.0,0.2268041237113402
1.0,0.21649484536082475
1.0,0.21305841924398625
1.0,0.20618556701030927
1.0,0.2027491408934708
1.0,0.19931271477663232
1.0,0.19243986254295534
1.0,0.18556701030927836
1.0,0.18213058419243985
1.0,0.17869415807560138
1.0,0.17525773195876287
1.0,0.1718213058419244
1.0,0.16151202749140894
1.0,0.15807560137457044
1.0,0.15463917525773196
1.0,0.14776632302405499
1.0,0.140893470790378
1.0,0.13745704467353953
1.0,0.13402061855670103
1.0,0.12714776632302405
1.0,0.12027491408934708
1.0,0.11683848797250859
1.0,0.1134020618556701
1.0,0.10309278350515463
1.0,0.09965635738831616
1.0,0.09621993127147767
1.0,0.09278350515463918
1.0,0.0859106529209622
1.0,0.08247422680412371
1.0,0.07903780068728522
1.0,0.07560137457044673
1.0,0.06529209621993128
1.0,0.058419243986254296
1.0,0.044673539518900345
1.0,0.037800687285223365
1.0,0.027491408934707903
1.0,0.024054982817869417
1.0,0.020618556701030927
1.0,0.01718213058419244
1.0,0.010309278350515464
1.0,0.006872852233676976
1.0,0.003436426116838488
1.0,0.0
