threshold,precision,recall
0.007511,0.06520277840017925,1.0
0.007513,0.06521739130434782,1.0
0.007516,0.06524663677130045,1.0
0.007517,0.0653052064631957,1.0
0.007518,0.06531986531986532,1.0
0.007522,0.06534920278463957,1.0
0.007524,0.06536388140161725,1.0
0.007525,0.06539325842696629,1.0
0.00753,0.06542266187050359,1.0
0.007531,0.06545209176788123,1.0
0.007533,0.06548154815481548,1.0
0.007537,0.06554054054054054,1.0
0.007538,0.06557007661108608,1.0
0.007541,0.06559963931469792,1.0
0.007543,0.06564403338596887,1.0
0.007547,0.06568848758465011,1.0
0.007548,0.0657033190336419,1.0
0.00755,0.06571815718157181,1.0
0.007553,0.06573300203297945,1.0
0.007554,0.06580732700135686,1.0
0.007556,0.06582221216919248,1.0
0.007558,0.06583710407239819,1.0
0.007559,0.06586690810321412,1.0
0.007561,0.06588182023998189,1.0
0.007563,0.06589673913043478,1.0
0.007566,0.06592659719075668,1.0
0.007568,0.06594153636981645,1.0
0.00757,0.06598639455782312,1.0
0.007572,0.06601633393829401,1.0
0.00758,0.06606129398410897,1.0
0.007582,0.06609130138541904,1.0
0.007583,0.06610631531122217,1.0
0.00759,0.06613636363636363,1.0
0.007591,0.06616643929058663,1.0
0.007595,0.06621160409556313,1.0
0.007596,0.06622667273554847,1.0
0.007597,0.06627191983602825,1.0
0.007599,0.06628701594533029,1.0
0.007605,0.06630211893369788,1.0
0.007607,0.06634746922024624,1.0
0.007611,0.06636259977194983,1.0
0.007612,0.06637773722627738,1.0
0.007614,0.06639288158795345,1.0
0.007615,0.06640803286170699,1.0
0.007616,0.06642319105227117,1.0
0.007619,0.06645352820278602,1.0
0.00762,0.06649908592321754,1.0
0.007621,0.06652949245541838,1.0
0.007622,0.06655992680695334,1.0
0.007624,0.06660563057907988,1.0
0.007631,0.06662087912087912,1.0
0.007632,0.06663613464621021,1.0
0.007633,0.06666666666666667,1.0
0.007635,0.06668194317140239,1.0
0.007637,0.06671251719394773,1.0
0.007638,0.06674311926605504,1.0
0.00764,0.06677374942634236,1.0
0.007642,0.06678907505164104,1.0
0.007643,0.06680440771349862,1.0
0.007645,0.06681974741676235,1.0
0.007646,0.06685044796691937,1.0
0.007647,0.06688117674097908,1.0
0.007648,0.06691193377787998,1.0
0.007649,0.06694271911663216,1.0
0.007652,0.06695812241141279,1.0
0.007655,0.06701980654076463,1.0
0.007656,0.06703524533517623,1.0
0.007657,0.06706614427287394,1.0
0.007659,0.0670970717085543,1.0
0.007664,0.0671280276816609,1.0
0.007665,0.06714351638209506,1.0
0.007668,0.06717451523545706,1.0
0.00767,0.06719002539829139,1.0
0.007671,0.06722106722106722,1.0
0.007674,0.06725213773977351,1.0
0.007676,0.06726768377253814,1.0
0.007679,0.06728323699421965,1.0
0.007681,0.06732993984266543,1.0
0.007685,0.06736111111111111,1.0
0.007688,0.06739231125521075,1.0
0.00769,0.06740792216817235,1.0
0.007693,0.0674547983310153,1.0
0.007694,0.0675017397355602,1.0
0.007695,0.0675330703179392,1.0
0.007697,0.06754874651810584,1.0
0.007698,0.0675644299976782,1.0
0.007699,0.06761152416356878,1.0
0.0077,0.06767441860465116,1.0
0.007702,0.06772166627879916,1.0
0.007705,0.06780055917986952,1.0
0.007707,0.06786380597014925,1.0
0.007708,0.06791131855309218,1.0
0.007709,0.06792717086834733,1.0
0.007711,0.06794303058603783,1.0
0.007715,0.06795889771134983,1.0
0.007717,0.06799065420560747,1.0
0.007719,0.06802244039270687,1.0
0.007721,0.06805425631431244,1.0
0.007722,0.06808610201216658,1.0
0.007723,0.06814988290398126,1.0
0.007724,0.06816584680252986,1.0
0.007725,0.06821378340365682,1.0
0.007726,0.06826178747361013,1.0
0.007728,0.06830985915492958,1.0
0.00773,0.06835799859055673,1.0
0.007731,0.06839012925969448,1.0
0.007732,0.0684062059238364,1.0
0.00774,0.06842229014813073,1.0
0.007741,0.06843838193791157,1.0
0.007742,0.06847058823529412,1.0
0.007743,0.06848670275358908,1.0
0.007744,0.06853509185115403,1.0
0.007746,0.06858354937544191,1.0
0.007748,0.0685997171145686,1.0
0.007749,0.06869688385269122,1.0
0.00775,0.0687293339631554,1.0
0.007751,0.06876181474480152,1.0
0.007752,0.06877806665090995,1.0
0.007762,0.06882686849574267,1.0
0.007764,0.06885944155229531,1.0
0.007765,0.06887573964497042,1.0
0.007766,0.06892468024632875,1.0
0.007774,0.0689410092395167,1.0
0.007779,0.06897369044797345,1.0
0.00778,0.0689900426742532,1.0
0.007785,0.06905552918841955,1.0
0.007792,0.06908831908831908,1.0
0.007794,0.06910472571835669,1.0
0.007797,0.06912114014251781,1.0
0.007798,0.06917043023532209,1.0
0.007799,0.06918687589158345,1.0
0.007803,0.0692197906755471,1.0
0.007804,0.06923625981441828,1.0
0.007806,0.06928571428571428,1.0
0.007813,0.06933523945675482,1.0
0.007817,0.06935176358436607,1.0
0.007819,0.06938483547925609,1.0
0.00782,0.06940138325781063,1.0
0.007821,0.0694179389312977,1.0
0.007824,0.06945107398568019,1.0
0.007825,0.06946765337789448,1.0
0.007829,0.06950083592070695,1.0
0.00783,0.06951743908265648,1.0
0.007834,0.06953405017921147,1.0
0.007837,0.06960057402535279,1.0
0.007838,0.06963388370423547,1.0
0.007843,0.06966722528130237,1.0
0.00785,0.06970059880239521,1.0
0.007851,0.06973400431344356,1.0
0.007852,0.06981765834932821,1.0
0.007854,0.06983441324694024,1.0
0.007856,0.06988472622478387,1.0
0.007857,0.06990151333173192,1.0
0.007859,0.06991830850552619,1.0
0.007861,0.06993511175198269,1.0
0.007862,0.06995192307692308,1.0
0.007865,0.0700024055809478,1.0
0.007866,0.07001924927815206,1.0
0.007867,0.0700529610014444,1.0
0.007868,0.07006982903924873,1.0
0.007869,0.07010358949650687,1.0
0.007871,0.07012048192771084,1.0
0.007873,0.07013738250180766,1.0
0.007875,0.07017120810224259,1.0
0.007879,0.07020506634499397,1.0
0.007885,0.07022200772200772,1.0
0.007887,0.07023895727733527,1.0
0.007895,0.07025591501690005,1.0
0.007896,0.07027288094663126,1.0
0.007897,0.07032382793620107,1.0
0.007899,0.07034082668600435,1.0
0.0079,0.07037484885126966,1.0
0.007902,0.07039187227866474,1.0
0.007905,0.07040890394386644,1.0
0.007906,0.07046004842615013,1.0
0.007907,0.07047711310244612,1.0
0.007914,0.07051126726435668,1.0
0.00792,0.07052835676199709,1.0
0.007929,0.07056256062075655,1.0
0.007931,0.07063106796116504,1.0
0.007933,0.07066537153958233,1.0
0.007935,0.07068253582705854,1.0
0.007937,0.07073407875546912,1.0
0.007941,0.07076848249027237,1.0
0.007942,0.07078569691072732,1.0
0.007945,0.0708029197080292,1.0
0.007946,0.07082015088829399,1.0
0.007948,0.07083739045764362,1.0
0.00795,0.07085463842220599,1.0
0.007951,0.07087189478811495,1.0
0.007955,0.07094100438810337,1.0
0.00796,0.07095830285296269,1.0
0.007962,0.07099292510368382,1.0
0.007963,0.07101024890190337,1.0
0.007967,0.0710275811569441,1.0
0.00797,0.07106227106227106,1.0
0.007976,0.07107962872496336,1.0
0.007979,0.07111436950146628,1.0
0.007982,0.07113175262771938,1.0
0.007993,0.07116654438738078,1.0
0.007994,0.0711839530332681,1.0
0.008001,0.07120137019818938,1.0
0.008006,0.07123623011015912,1.0
0.008007,0.07125367286973555,1.0
0.008008,0.07128858402743753,1.0
0.008009,0.0713060524381279,1.0
0.008012,0.0713235294117647,1.0
0.008019,0.07137601177336277,1.0
0.008023,0.07139352306182532,1.0
0.00803,0.07142857142857142,1.0
0.008031,0.07144610851951878,1.0
0.008035,0.07146365422396857,1.0
0.008038,0.07148120854826824,1.0
0.008047,0.0715339233038348,1.0
0.00806,0.07155151217113351,1.0
0.008062,0.07158671586715867,1.0
0.00808,0.07160433070866142,1.0
0.008091,0.07163958641063516,1.0
0.008099,0.07165722728392021,1.0
0.008101,0.07167487684729064,1.0
0.008102,0.07171020206998521,1.0
0.008105,0.0717632552404439,1.0
0.008106,0.07178095707942772,1.0
0.008109,0.07181638696939782,1.0
0.008112,0.07183411503332511,1.0
0.008113,0.07186959743146457,1.0
0.008119,0.07188735177865613,1.0
0.008121,0.07190511489992588,1.0
0.008123,0.07192288680177954,1.0
0.008127,0.07194066749072929,1.0
0.008138,0.07195845697329377,1.0
0.008139,0.07199406234537357,1.0
0.008159,0.07202970297029702,1.0
0.008161,0.07206537890044576,1.0
0.008162,0.07210109018830525,1.0
0.008163,0.07213683688646505,1.0
0.008164,0.07217261904761904,1.0
0.008171,0.07220843672456576,1.0
0.008175,0.07224428997020854,1.0
0.008194,0.07228017883755589,1.0
0.008237,0.07229813664596273,1.0
0.008254,0.07231610337972166,1.0
0.008265,0.07233407904548844,1.0
0.008296,0.07235206364992541,1.0
0.0083,0.07238805970149254,1.0
0.008352,0.0724060711619806,1.0
0.008366,0.07242409158785465,1.0
0.008376,0.07244212098581031,1.0
0.008814,0.07247820672478207,1.0
0.008997,0.07249626307922272,1.0
0.009003,0.07251432843259407,1.0
0.009566,0.07253240279162512,1.0
0.009704,0.07255048616305161,1.0
0.014183,0.07256857855361595,1.0
0.014217,0.07258667997006735,1.0
0.014322,0.07260479041916168,1.0
0.01435,0.0726229099076616,1.0
0.014454,0.07264103844233649,1.0
0.014624,0.07265917602996255,1.0
0.018551,0.07267732267732267,1.0
0.019368,0.07269547839120659,1.0
0.019721,0.0727136431784108,1.0
0.02085,0.07273181704573857,1.0
0.021859,0.0727863931965983,1.0
0.021927,0.07280460345258945,1.0
0.02209,0.07257257257257257,0.9965635738831615
0.023869,0.07234042553191489,0.993127147766323
0.023972,0.07235853780671006,0.993127147766323
0.025163,0.07237665915351865,0.993127147766323
0.025254,0.07239478957915832,0.993127147766323
0.025505,0.07241292909045352,0.993127147766323
0.026248,0.07243107769423558,0.993127147766323
0.027164,0.07244923539734269,0.993127147766323
0.027186,0.07277763787459078,0.993127147766323
0.02738,0.07279596977329975,0.993127147766323
0.027547,0.072814310909549,0.993127147766323
0.027648,0.07283266129032258,0.993127147766323
0.027696,0.07285102092261155,0.993127147766323
0.028032,0.07286938981341402,0.993127147766323
0.028184,0.07290615539858729,0.993127147766323
0.028223,0.0729429581019687,0.993127147766323
0.028373,0.07296137339055794,0.993127147766323
0.028503,0.07297979797979798,0.993127147766323
0.028647,0.0730166750884285,0.993127147766323
0.028715,0.07303512762193581,0.993127147766323
0.028865,0.07305358948432761,0.993127147766323
0.028959,0.07307206068268016,0.993127147766323
0.029001,0.07309054122407689,0.993127147766323
0.029046,0.07312753036437247,0.993127147766323
0.029054,0.07314603897747406,0.993127147766323
0.029113,0.07316455696202531,0.993127147766323
0.029129,0.0731830843251456,0.993127147766323
0.029137,0.0732016210739615,0.993127147766323
0.029141,0.07322016721560679,0.993127147766323
0.029146,0.07325728770595691,0.993127147766323
0.02937,0.0732944458534111,0.993127147766323
0.029397,0.07331303906646372,0.993127147766323
0.029448,0.07333164171530068,0.993127147766323
0.029453,0.0733502538071066,0.993127147766323
0.029508,0.07336887534907337,0.993127147766323
0.02951,0.0733875063484002,0.993127147766323
0.029541,0.07340614681229363,0.993127147766323
0.029563,0.07342479674796748,0.993127147766323
0.029596,0.07349949135300102,0.993127147766323
0.029611,0.07351818875604171,0.993127147766323
0.029612,0.07353689567430026,0.993127147766323
0.029696,0.073555612115042,0.993127147766323
0.029729,0.07357433808553972,0.993127147766323
0.029765,0.0735930735930736,0.993127147766323
0.029839,0.07361181864493123,0.993127147766323
0.02989,0.07363057324840765,0.993127147766323
0.029901,0.07368689444161142,0.993127147766323
0.029916,0.07372448979591836,0.993127147766323
0.029918,0.07374330186272009,0.993127147766323
0.029941,0.0737621235324145,0.993127147766323
0.029951,0.0737809548123564,0.993127147766323
0.02998,0.07379979570990806,0.993127147766323
0.029982,0.07381864623243933,0.993127147766323
0.029996,0.07459989674754776,0.993127147766323
0.030007,0.07461915827523884,0.993127147766323
0.030021,0.07463842975206611,0.993127147766323
0.030057,0.07465771118574012,0.993127147766323
0.030075,0.07467700258397933,0.993127147766323
0.030107,0.07471561530506722,0.993127147766323
0.030132,0.07473493664339281,0.993127147766323
0.03014,0.07477360931435964,0.993127147766323
0.030156,0.07479296066252587,0.993127147766323
0.030162,0.07481232202951074,0.993127147766323
0.030172,0.07487046632124353,0.993127147766323
0.030194,0.07488986784140969,0.993127147766323
0.030202,0.07490927941938828,0.993127147766323
0.030206,0.07492870106300234,0.993127147766323
0.030233,0.07494813278008298,0.993127147766323
0.030244,0.07496757457846952,0.993127147766323
0.030253,0.07498702646600934,0.993127147766323
0.030262,0.075006488450558,0.993127147766323
0.030286,0.07502596053997923,0.993127147766323
0.030311,0.07504544274214489,0.993127147766323
0.030317,0.07506493506493507,0.993127147766323
0.030324,0.0751039501039501,0.993127147766323
0.030336,0.07512347283597609,0.993127147766323
0.03034,0.0751430057202288,0.993127147766323
0.030378,0.07516254876462938,0.993127147766323
0.030381,0.07518210197710717,0.993127147766323
0.030391,0.07520166536559979,0.993127147766323
0.030483,0.07524082270242125,0.993127147766323
0.030488,0.07526041666666666,0.993127147766323
0.03049,0.07529963522668057,0.993127147766323
0.030498,0.07531925983841543,0.993127147766323
0.030508,0.07533889468196038,0.993127147766323
0.030549,0.07535853976531942,0.993127147766323
0.030563,0.07549634273772204,0.993127147766323
0.030564,0.07551607002874314,0.993127147766323
0.030599,0.07555555555555556,0.993127147766323
0.030624,0.07557531380753138,0.993127147766323
0.030661,0.07567426027755957,0.993127147766323
0.030677,0.07569408067050812,0.993127147766323
0.030684,0.07571391144878177,0.993127147766323
0.030702,0.07575360419397116,0.993127147766323
0.030711,0.07577346617724175,0.993127147766323
0.030739,0.07579333857854707,0.993127147766323
0.030749,0.07581322140608604,0.993127147766323
0.030753,0.07583311466806612,0.993127147766323
0.030763,0.07585301837270342,0.993127147766323
0.030765,0.07587293252822264,0.993127147766323
0.030768,0.07589285714285714,0.993127147766323
0.030773,0.07593273778244876,0.993127147766323
0.030784,0.0759526938239159,0.993127147766323
0.030786,0.0759726603575184,0.993127147766323
0.030794,0.075992637391533,0.993127147766323
0.030796,0.07605263157894737,0.993127147766323
0.030807,0.076072650697552,0.993127147766323
0.030812,0.0760926803580832,0.993127147766323
0.030817,0.07611272056887015,0.993127147766323
0.03082,0.0761528326745718,0.993127147766323
0.030827,0.07617290458618872,0.993127147766323
0.030847,0.07621308016877637,0.993127147766323
0.030851,0.07623318385650224,0.993127147766323
0.030858,0.07627342306677223,0.993127147766323
0.030894,0.0762935586061246,0.993127147766323
0.030908,0.07631370477950884,0.993127147766323
0.030924,0.07635402906208719,0.993127147766323
0.03093,0.07637420718816068,0.993127147766323
0.030932,0.07639439598202485,0.993127147766323
0.030943,0.07641459545214173,0.993127147766323
0.030957,0.07643480560698228,0.993127147766323
0.030979,0.07647525800476317,0.993127147766323
0.031011,0.07649550026469032,0.993127147766323
0.031012,0.0765157532433148,0.993127147766323
0.031016,0.07659687251523986,0.993127147766323
0.031048,0.07663749668522939,0.993127147766323
0.031076,0.076657824933687,0.993127147766323
0.031078,0.0766781639692226,0.993127147766323
0.031081,0.07671887443589064,0.993127147766323
0.031082,0.07675962815405046,0.993127147766323
0.031088,0.07684126562084552,0.993127147766323
0.0311,0.07686170212765958,0.993127147766323
0.031107,0.07688214950784783,0.993127147766323
0.031112,0.07690260777009048,0.993127147766323
0.031127,0.07692307692307693,0.993127147766323
0.031142,0.07694355697550585,0.993127147766323
0.031144,0.07696404793608522,0.993127147766323
0.03115,0.07698454981353223,0.993127147766323
0.031177,0.07702558635394456,0.993127147766323
0.031183,0.07706666666666667,0.993127147766323
0.031184,0.07716955941255006,0.993127147766323
0.031185,0.0772314270443613,0.993127147766323
0.031188,0.0772520716385993,0.993127147766323
0.031197,0.0772933939556031,0.993127147766323
0.031198,0.07739689341189074,0.993127147766323
0.031202,0.07741762657380123,0.993127147766323
0.031203,0.07745912623961404,0.993127147766323
0.031205,0.0775006704210244,0.993127147766323
0.031207,0.09860116001364722,0.993127147766323
0.031225,0.09863481228668942,0.993127147766323
0.031233,0.09866848753840901,0.993127147766323
0.031246,0.09870218579234973,0.993127147766323
0.031254,0.09873590707208746,0.993127147766323
0.031257,0.09876965140123035,0.993127147766323
0.031266,0.09880341880341881,0.993127147766323
0.031275,0.09883720930232558,0.993127147766323
0.031277,0.09887102292165584,0.993127147766323
0.031283,0.09890485968514716,0.993127147766323
0.031291,0.09893871961656966,0.993127147766323
0.031305,0.0990743914981145,0.993127147766323
0.031306,0.09924450549450549,0.993127147766323
0.031309,0.09927859841978702,0.993127147766323
0.031314,0.0993127147766323,0.993127147766323
0.031318,0.09938101788170564,0.993127147766323
0.031319,0.09941520467836257,0.993127147766323
